UID,DV,Zip Code,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105
43,1,560010,SOUTH,Bangalore,38,male,graduate,,679,83000,Yes,Yes,salaried,BHARAT WIRE ROPES LIMITED,creditcard-takeover,1125,12,75000,2360,13500,creditcard-takeover,2,3,210,1.45,188535,-2,0,-2,9,39.92,10,0,-2,2,0,1,94.07,12,0,80872,3,REVOLVER,-2,0,-2,2,212851.35,0,284687.8,91,2,212851.35,0,0,0,1,0,0,2,64762,29,3,0,10,1,94,-2,19,-9,-7,8,1,30103,30,1,2,-7,0,0,27,300,6,44,55.05,0,284687.8,2,11,180,5,4,3,14,5593637,2175283,0,0, -   ,"11,80,492",5085129,3904637,1180492,0,1,16,731
44,0,400709,,Navi Mumbai,30,male,graduate,,693,61355,Yes,Yes,salaried,ODESSA SOLUTIONS PRIVATE LIMITED,term,7206,44,200000,4720,25029,term,1,3,515,1.24,67638,-2,0,-2,2,12.85,0,4,-2,3,0,0,158.87,9,108.28,551603,73,REVOLVER,-2,0,-1,5,0,18,0,110,5,0,0,39.45,0,5,33.33,0,0,-2,11,1,43,7,5,-2,-2,4,63,1,18,6,233359,11,8,3,2,124912,26.91,11,506,9,54,117.29,0,0,5,12,1,0,0,0,11,0,1346665,0,423194,"4,23,194","12,41,905",1241905,0,1241905,0,1,10,652
45,0,560091,SOUTH,Bangalore,41,male,graduate,,693,53994,Yes,Yes,salaried,BRAINBEES SOLUTIONS PRIVATE LIMITED,term,6137,31,125000,2950,13341,term,4,5,234,-2,86724,0,0,4,8,18.69,0,2,0,1,0,2,119.45,11,119.45,204771,24,RVLRPLUS,0,0,-1,2,0,29,0,165,2,8645.2,0,22.75,0,2,36.71,0,0,117058,49,5,38,4,7,119,146244,40,-9,1,15,9,117058,49,12,4,2,165726,100,49,354,11,76,103.8,0,10022.3,2,12,110,0,0,0,46,0,2483417,0,371593,"3,71,593","12,55,435",1255435,0,1255435,0,1,45,695
46,0,600035,,Chennai,42,male,post-graduate,,720,50000,Yes,Yes,salaried,SAGE IT PRIVATE LIMITED,mas-term,22780,15,300000,7080,30238,mas-term,2,1,260,1.77,60522,-2,0,0,6,5.41,0,5,-2,1,0,2,127.04,12,112.96,291002,14,RVLRPLUS,-2,0,-1,5,0,14,237792.55,134,5,0,0,12.88,0,5,19.44,0,0,71645,21,6,17,6,2,-2,0,15,53,0,33,3,71645,21,3,6,0,165693,82.83,20,392,17,70,106.15,0,237625.55,5,12,56,3,0,0,20,0,703426,0,71914,"71,914","4,24,810",424810,0,424810,0,0,20,662
47,0,110059,,Delhi NCR,33,male,graduate,,665,35984,Yes,Yes,salaried,RAMAIAH MEDICAL COLLEGE HOSPITAL,term,3545,45,100000,2360,10025,term,1,3,340,0.58,104260,25144,0,30,2,17.59,0,0,67201,1,0,2,146.37,11,146.37,310173,45,REVOLVER,5,0,-1,2,0,37,0,185,2,0,0,26.55,0,2,38.54,0,0,101619,31,3,47,5,8,-2,268651,26,58,0,13,11,101619,31,14,5,1,246697,100,28,431,14,94,95.6,0,0,2,11,168,3,4,3,28,161000,1319393,64,174695,"1,74,759","10,52,774",1097184,44410,1052774,0,1,30,626
48,0,110085,,Delhi NCR,34,male,graduate,,689,43647,Yes,Yes,salaried,PI SQUARE INNOVATIONS PRIVATE LIMITED,term,3615,36,100000,2360,15797,term,3,1,288,1.1,103761,-2,0,0,7,25.09,0,3,0,1,0,2,118.98,12,120.24,366430,7,RVLRPLUS,0,0,-1,4,62054.3,2,372145.25,96,4,62054.3,0,2.08,0,4,4.08,0,1,84836,15,5,2,6,0,122,0,9,100,-1,16,0,80529,15,1,2,0,191182,66.85,15,306,11,47,103.61,0,372145.25,4,11,39,0,0,0,14,0,2056629,0,14933,"14,933","13,97,948",1397948,0,1397948,0,1,13,716
49,1,391135,,Vadodara,28,male,graduate,,769,49800,Yes,Yes,salaried,GENPACT INDIA PRIVATE LIMITED,term,5714,17,75000,2360,6696,term,0,-2,337,-1,-1,18810,-1,5,0,-1,-1,-2,56430,0,-1,0,-1,0,-1,-1,29,NOBC,3,-1,-1,-1,94050,2,94050,20,-1,-1,-1,11.76,-1,-1,11.76,-1,-1,-1,7,-1,2,0,0,-1,94050,7,-1,-1,-1,0,-1,7,2,0,0,-1,-1,6,-1,0,18,-1,-1,-1,-1,0,0,0,0,1,6,60631,209978,4476,8476,"12,952","37,796",50492,12696,37796,0,0,7,666
50,0,110094,,Delhi NCR,32,female,post-graduate,,735,38176,Yes,Yes,salaried,Adrenalin eSystems Ltd,term,5484,16,70000,2360,6329,term,0,0,312,-2,109402,-2,1,-2,4,80.2,0,1,-2,1,0,2,111.95,11,111.95,104112,6,REVOLVER,-2,0,-1,2,20295,8,20295,63,2,20295,0,13.11,0,2,19.51,0,1,80640,16,1,8,2,0,110,-2,13,100,0,23,1,80640,16,1,3,0,104112,100,16,340,9,40,101.29,0,20295,2,8,56,0,0,0,16,0,536112,0,30753,"30,753","2,96,178",296178,0,296178,0,1,15,662
51,1,122103,,Delhi NCR,33,female,graduate,,670,64996,Yes,Yes,salaried,CUSHMAN AND WAKEFIELD INDIA PRIVATE LIMITED,term,9168,12,100000,2360,9610,term,2,2,198,-2,47607,-2,0,1,5,35.85,33,1,0,0,0,3,65.67,12,0,96862,14,REVOLVER,0,1,-1,0,284941.4,3,454772.5,68,1,0,0,16.18,21,0,8.11,0,1,47607,14,1,11,3,2,-2,437247,11,100,0,8,2,47607,14,2,1,0,47607,49.15,14,511,3,34,63.66,21,38681.5,1,11,34,0,0,0,13,0,2458214,0,24494,"24,494","8,67,459",867459,0,867459,0,0,13,670
52,1,411023,,Pune,32,male,post-graduate,,671,49000,Yes,Yes,salaried,ALOGIC ELECTRONICS INDIA PRIVATE LIMITED,advance-salary-v2,5836,12,50000,2500,6377,advance-salary-v2,2,2,120,1.17,13550,-2,0,0,3,0,0,0,-2,1,0,2,61.79,9,0,100097,40,TRANSACTOR,-2,0,-1,0,0,3,0,30,2,0,9,9.68,17,0,17.65,0,0,119745,10,12,3,2,2,30,0,8,-2,1,53,4,30678,10,4,0,1,0,0,8,85,3,16,41.96,16,0,2,5,139,4,1,1,7,325000,341013,12347,3520,"15,867","1,16,174",303776,187602,116174,0,0,8,696
53,0,201005,,Delhi NCR,39,male,post-graduate,,659,76500,Yes,Yes,salaried,MG HOUSING PRIVATE LIMITED,emi-free,5408,60,350000,8260,141908,emi-free,3,5,260,4.9,112049,0,1,0,5,80.29,0,0,0,1,0,2,142.79,11,-2,359470,41,INDTRM,0,0,-1,2,0,8,0,98,2,0,5,20.79,5,2,17.02,5,1,109413,27,6,21,2,5,-2,0,25,-2,3,23,8,-2,27,11,0,5,0,-2,27,350,2,45,116.69,5,0,2,8,85,1,0,0,25,0,2082674,0,227587,"2,27,587","9,20,635",920635,0,920635,-1,1,24,678
54,0,400008,,Mumbai,30,male,graduate,,653,37000,Yes,Yes,salaried,Accenture Solutions Pvt lTd,emi-free,1928,60,125000,2950,48803,emi-free,0,2,154,-2,22061,0,0,0,1,0,0,0,0,1,0,2,43.99,9,0,47509,36,TRANPLUS,0,0,-1,1,0,1,0,44,1,0,5,17.02,12,0,5.26,5,0,63755,11,12,8,2,0,3,0,9,-2,1,23,2,1748,11,4,1,3,0,-2,11,165,4,17,21.99,9,0,1,8,32,0,0,0,10,0,1205134,0,14577,"14,577","5,24,245",524245,0,524245,0,1,9,698
55,1,500018,SOUTH,Hyderabad,33,male,graduate,,688,69000,Yes,Yes,salaried,IBM INDIA PVT LTD,term,10085,68,400000,9440,112302,term,2,5,422,0.4,558968,0,0,4,7,5.62,0,9,0,3,0,0,152.34,12,186.55,6044711,23,REVOLVER,0,0,-1,7,0,52,0,226,8,0,0,27.47,0,7,49.06,0,0,793502,64,1,64,18,12,-2,150496,45,83,0,93,15,793502,64,15,5,0,1009895,17.22,59,468,17,104,117.36,0,0,7,12,88,3,0,2,44,918477,4808312,21818,5119305,"51,41,123","70,22,122",7196917,174795,7022122,0,1,45,660
56,0,122001,,Delhi NCR,34,male,graduate,,649,41000,Yes,Yes,salaried,Securevision solutions pvt ltd,term,5685,70,225000,5310,60605,term,0,7,198,-2,46610,0,0,12,2,1.3,0,2,91214,1,0,2,118.09,10,110.44,220092,16,REVOLVER,1,0,-1,1,0,10,0,120,1,0,0,17.83,0,1,21.74,0,0,-2,75,6,23,10,7,-2,790517,64,-9,1,18,8,155628,75,12,0,3,55220,26.19,73,380,1,43,114.31,0,0,1,10,203,0,2,2,67,174906,1895724,0,643241,"6,43,241","8,86,741",1004111,117370,886741,0,1,68,706
57,0,500072,SOUTH,Hyderabad,37,male,under-graduate,,621,67737,Yes,Yes,salaried,Vem Technologies Pvt Ltd,emi-free,3471,60,225000,5510,84471,emi-free,0,3,336,0.35,77721,28891,0,13,2,2.69,0,4,72488,3,0,0,122.12,10,122.12,434508,9,REVOLVER,5,0,-1,2,0,7,0,119,2,0,0,15.97,0,2,11.48,0,0,130701,43,1,19,4,2,120,147176,39,50,0,52,3,130701,43,4,5,1,337035,77.57,24,436,14,61,109.32,0,0,2,12,103,3,0,0,18,0,1751526,0,163817,"1,63,817","13,14,195",1314195,0,1314195,0,1,17,672
58,0,560078,SOUTH,Bangalore,40,male,professional,,663,93600,Yes,Yes,salaried,Raksha Technologies Pvt ltd,emi-free,4718,60,375000,8850,119803,emi-free,0,1,284,2.26,589551,-2,0,0,5,12.49,0,3,-2,2,0,1,124.87,11,124.87,881811,22,RVLRPLUS,-2,0,-1,5,205645.55,12,1055775.45,116,5,42109.55,0,17.36,0,5,21.43,0,0,298508,26,3,21,7,2,124,0,19,69,1,104,3,340789,27,6,4,3,797352,100,25,346,14,50,108.16,0,431751.45,5,12,81,2,0,1,23,485000,3013380,0,222969,"2,22,969","17,53,403",2046537,293134,1753403,0,1,23,677
59,1,500094,SOUTH,Hyderabad,39,male,graduate,,709,43000,Yes,Yes,salaried,MAVIN ARCHITECTURAL SOLUTIONS PRIVATE LIMITED,term,4889,31,100000,2360,18413,term,1,3,364,-2,85573,0,0,0,4,4.7,0,1,0,1,0,2,137.7,12,106.52,220381,30,REVOLVER,0,0,-1,2,0,30,183820.75,142,2,0,0,35.42,0,2,39.47,0,0,132193,53,6,51,8,13,138,0,43,-2,3,37,14,132193,53,16,1,3,82021,100,51,281,7,73,102.1,0,254489.75,2,12,172,0,0,0,46,0,1368578,0,274019,"2,74,019","7,24,665",724665,0,724665,10205,1,47,675
60,1,560068,SOUTH,Bangalore,30,male,professional,,647,71800,Yes,Yes,salaried,OPTRIX LABORATORIES PRIVATE LIMITED,emi-free,2852,60,200000,5900,69780,emi-free,2,2,174,1.83,100751,107340,0,12,8,3.25,0,0,297576,0,33,3,103.18,12,96.19,93977,2,RVLRPLUS,3,0,-1,2,840853.85,3,842924.95,98,2,98093.85,0,3,0,2,6.52,0,0,63998,47,6,3,3,0,96,742760,42,-9,-1,19,0,57712,47,1,1,1,57712,100,27,350,3,42,88.99,0,163620.95,2,12,78,0,2,3,26,853902,1193367,0,472,472,"6,95,777",1192351,496574,695777,0,1,28,754
61,1,110092,,Delhi NCR,39,male,graduate,,645,44920,Yes,Yes,salaried,tata elxsi ltd,term,3615,36,100000,2360,25562,term,3,5,294,15.63,53715,0,0,0,7,41.34,0,2,0,3,20,0,29.09,12,25.81,36505,5,RVLRPLUS,0,1,-1,0,104583.25,1,162392.7,98,3,118921.25,999,1.03,999,0,2.17,0,3,21571,39,8,1,5,1,9,0,32,100,1,17,1,10936,39,2,3,1,11872,52.05,39,322,6,48,16.96,999,176746.7,0,10,171,2,1,0,32,0,2635711,0,14338,"14,338","11,81,730",1181730,0,1181730,24376,1,31,774
62,0,500062,SOUTH,Hyderabad,29,female,graduate,,673,38000,Yes,Yes,salaried,AJSH and Co LLP,term,9344,64,370000,8732,103891,term,2,9,296,-2,121950,0,4,0,3,80.3,0,1,0,2,0,1,122.91,11,122.91,101035,31,REVOLVER,0,0,-1,2,0,20,0,160,2,46451.65,0,31.33,0,2,32.26,0,4,81123,39,9,52,5,5,123,0,33,100,1,64,6,81123,39,12,1,3,81123,100,37,378,5,59,99.19,0,419937.85,2,12,100,1,0,2,35,356186,2367610,0,512598,"5,12,598","9,75,026",975026,0,975026,0,1,36,680
63,0,560027,SOUTH,Bangalore,36,male,graduate,,610,33500,Yes,Yes,salaried,GUS Education India LLP,term,3747,68,150000,3540,38672,term,1,2,292,1.07,52544,0,0,0,1,16.71,0,5,0,2,0,1,156.28,9,151.36,403030,19,REVOLVER,0,0,-1,3,0,31,0,132,3,0,0,34.09,0,3,44.29,0,0,136438,67,1,45,6,8,164,0,59,100,0,33,11,136438,67,13,1,1,184659,45.82,62,316,6,68,129.31,0,0,3,12,202,0,0,0,55,0,1481599,0,220754,"2,20,754","7,55,612",755612,0,755612,3678,1,56,659
64,0,560016,SOUTH,Bangalore,39,male,graduate,,643,51095,Yes,Yes,salaried,AMAZON DEVELOPMENT CENTRE (INDIA) PRIVATE LIMITED,term,4987,66,200000,4720,53875,term,1,4,282,-2,118896,0,0,0,1,29.37,0,4,0,1,0,2,104.95,10,104.95,408613,8,RVLRPLUS,0,0,-2,4,0,14,0,149,4,142108.1,0,15.03,0,4,20.59,0,1,121595,70,9,23,8,5,101,0,61,65,1,18,5,117873,72,6,6,1,289497,100,68,398,16,64,91.44,0,247170.85,4,12,460,3,3,3,66,7015319,3149265,21819,64886,"86,705","18,64,478",2762958,898480,1864478,94782,2,68,709
65,0,560037,SOUTH,Bangalore,27,male,graduate,,606,44000,Yes,Yes,salaried,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,term,5031,73,200000,4720,46890,term,0,1,386,1.73,128114,-2,0,0,0,23.57,25,4,-2,3,0,0,139.47,7,140.42,406470,50,REVOLVER,-2,0,-1,3,0,14,0,74,3,0,0,41.33,0,3,43.75,0,0,105318,12,1,31,4,6,140,0,8,100,1,20,6,105318,12,6,1,1,105318,32.24,7,456,4,29,122.54,0,0,3,12,52,0,0,5,7,410000,1407722,0,277777,"2,77,777","9,15,682",915682,0,915682,0,1,11,677
66,0,500074,SOUTH,Hyderabad,24,male,graduate,,635,35000,Yes,Yes,salaried,VER SE INNOVATION PRIVATE LIMITED,term,7230,36,200000,4720,51129,term,2,0,192,1.95,103136,0,1,2,7,70.17,0,1,0,0,0,3,111.78,12,111.78,91222,7,RVLRPLUS,0,1,-2,1,17394.6,3,14069.4,82,1,28225.6,0,4.82,0,1,6.12,0,1,67068,29,1,4,2,0,112,28000,27,91,-7,8,1,67068,30,2,3,0,91222,100,28,410,10,45,103.23,0,28493.4,1,10,113,0,2,1,28,3000000,845553,0,22606,"22,606","4,03,175",403175,0,403175,0,1,28,789
67,0,500039,SOUTH,Hyderabad,35,male,graduate,,680,32000,Yes,Yes,salaried,Hinduja Global Solutions Limited,term,6347,70,250000,5900,61507,term,0,4,368,0.29,127081,0,0,3,7,14.05,0,2,0,1,0,2,130.58,10,130.58,415641,24,REVOLVER,0,0,-1,4,0,23,0,168,5,0,0,16.18,0,4,27.71,0,0,169748,34,6,28,7,5,131,19584,27,57,0,17,6,169748,34,8,4,0,303598,100,32,434,11,77,93.67,0,0,4,12,216,0,1,2,29,190298,1875126,3167,187860,"1,91,027","12,80,538",1304180,23642,1280538,0,1,30,648
68,0,500035,SOUTH,Hyderabad,39,male,post-graduate,,665,40000,Yes,Yes,salaried,Wipro Infotech Limited,emi-free,3475,60,225000,5310,77725,emi-free,0,0,350,-2,135220,0,0,1,1,0.49,0,1,0,3,0,0,0.85,7,0,54466,39,INACTIVE,0,0,-1,0,0,9,178130,48,0,28862,999,40,999,0,42.86,999,0,22280,38,1,20,10,8,-2,2353,28,-9,6,154,14,-2,38,15,1,7,0,0,22,461,3,20,0.42,999,273680,0,12,194,3,1,6,11,164500,394982,6750,33214,"39,964","2,82,654",329829,47175,282654,-569,1,16,665
69,0,400012,,Mumbai,33,female,under-graduate,,622,32000,Yes,Yes,salaried,BBH COMMUNICATIONS INDIA PRIVATE LIMITED,term,2536,60,100000,2560,30174,term,0,2,296,-2,74299,155071,0,10,0,3.24,0,2,465213,3,0,0,103.25,9,103.25,201285,20,REVOLVER,3,0,-1,1,1285038.95,5,1996758.85,67,1,0,0,22.86,0,1,18.52,0,0,98979,25,1,16,3,1,103,1433535,22,100,1,42,3,96023,25,5,4,2,201285,100,25,406,8,26,82.89,0,0,1,12,46,0,0,0,25,0,1126498,0,110309,"1,10,309","6,47,321",647321,0,647321,0,1,24,698
70,0,560030,SOUTH,Bangalore,35,male,graduate,,646,80000,Yes,Yes,salaried,centre of gravity consulting pvt ltd,term,20062,64,800000,18880,224550,term,2,1,333,-2,75373,0,0,0,6,0,0,1,0,3,0,0,-2,12,-2,294556,26,REVOLVER,0,0,-1,-2,0,2,0,75,-2,0,-2,9.72,-2,-2,4.76,-2,0,294556,17,1,7,3,3,-2,0,14,100,0,19,4,294556,19,5,1,1,294556,100,12,369,3,43,-2,-2,0,-2,7,68,5,1,5,9,4167400,2867474,12820,117030,"1,29,850","22,96,185",3633645,1337460,2296185,0,1,13,676
71,0,560068,SOUTH,Bangalore,41,male,graduate,,706,82000,Yes,Yes,salaried,SAKSOFT LIMITED,emi-free,1479,60,125000,2950,37883,emi-free,1,4,170,-2,83197,0,0,5,7,20.46,0,2,16107,0,0,3,177.04,12,0,648932,10,REVOLVER,1,0,-1,3,157071,12,538941.1,132,3,172278,0,14.71,0,3,18.75,0,0,310081,62,11,20,6,3,-2,42393,54,100,3,40,4,310081,62,6,2,3,310081,86.98,33,336,7,60,126.32,0,554227.1,3,12,192,0,0,3,30,216000,3493210,7224,49266,"56,490","19,58,588",1965812,7224,1958588,0,1,32,753
72,0,560035,SOUTH,Bangalore,47,male,post-graduate,,745,84500,Yes,Yes,salaried,AGILE PARKING SOLUTIONS PRIVATE LIMITED,emi-free,7129,60,500000,11800,168790,emi-free,1,3,318,14.73,178005,0,0,3,5,25,0,2,0,2,0,1,103.65,12,109.92,600420,24,RVLRPLUS,0,0,-2,3,0,15,507559.65,143,3,37549.35,0,15.65,0,3,22.39,0,0,37695,36,9,23,23,5,103,346800,10,55,1,26,6,36052,37,9,6,1,342244,93.15,32,334,13,62,97.76,0,622043.65,3,12,91,6,10,5,12,1448000,3935595,36371,68365,"1,04,736","29,00,577",4268523,1367946,2900577,25161,1,16,688
73,0,110025,,Delhi NCR,33,male,post-graduate,,684,50000,Yes,Yes,salaried,AZUGA TELEMATICS PRIVATE LIMITED,term,3745,64,150000,3540,40411,term,3,4,260,2.44,133187,0,0,0,8,9.64,0,5,0,1,0,2,122.93,12,113.3,462131,22,RVLRPLUS,0,0,-1,6,0,18,224604.5,173,6,0,0,15.03,0,6,20.69,0,0,64028,23,3,26,10,1,96,0,12,43,1,17,3,54520,23,5,5,2,370025,93.44,19,312,23,83,104.53,0,229122.5,6,12,121,2,1,2,18,977593,2405465,1304,45291,"46,595","15,51,414",2432516,881102,1551414,35,1,19,677
74,0,121005,,Delhi NCR,35,male,graduate,,652,40135,Yes,Yes,salaried,FLY-BY-WIRE INTERNATIONAL PRIVATE LIMITED,term,2527,60,100000,2360,29091,term,0,1,188,-2,-2,-2,-2,0,1,-2,0,0,0,1,0,1,-2,10,-2,0,29,NOBC,0,0,-1,-2,0,2,41927,23,-2,-2,-2,38.46,-2,-2,28.57,-2,-2,-2,17,12,10,2,4,-2,0,15,-2,3,-2,4,-2,17,5,0,3,0,-2,16,300,0,6,-2,-2,-2,-2,2,102,3,0,0,14,0,403816,0,46003,"46,003","1,22,552",122552,0,122552,0,1,13,685
75,0,400604,,Mumbai,29,male,professional,,655,51000,Yes,Yes,salaried,LAUNCH IT CONSULTING INDIA PRIVATE LIMITED,emi-free,2723,60,200000,4720,61568,emi-free,2,7,252,1.39,50315,-2,1,0,8,63.48,0,2,-2,1,0,2,318.1,12,179.91,151661,10,RVLRPLUS,-2,0,-1,2,0,10,470294.4,137,2,42146.8,0,14.18,0,2,15.62,0,1,57149,48,11,20,3,2,119,0,45,-2,1,33,2,57149,48,5,3,1,131334,100,45,186,10,66,114.98,0,300054.4,2,11,116,5,2,3,41,656035,2889705,21404,14646,"36,050","11,91,629",1680738,489109,1191629,0,1,43,761
76,1,110059,,Delhi NCR,32,male,post-graduate,,644,82500,Yes,Yes,salaried,V5 global services Pvt Ltd,term,7513,68,300000,7280,73806,term,1,0,378,0.96,727022,0,0,0,5,32.23,5,7,0,1,0,2,89.42,12,109.39,2233196,26,RVLRPLUS,0,1,2,7,1281047,37,2260107.45,186,8,0,0,21.86,0,7,36.63,0,2,690000,35,4,40,20,8,-2,0,15,46,0,8,9,684274,38,10,6,0,1851847,94.13,35,344,22,98,45.22,0,0,8,12,204,1,4,3,27,3087328,5908734,0,614580,"6,14,580","40,80,471",6125958,2045487,4080471,291128,1,29,654
77,0,560067,SOUTH,Bangalore,35,male,post-graduate,,643,30000,Yes,Yes,salaried,nissan renault financialservices india pvt ltd,term,2523,73,100000,2560,22231,term,0,4,314,-2,48004,0,0,0,1,32.65,0,0,0,2,0,1,219.37,9,-2,118524,67,TRANSACTOR,0,0,-2,1,0,9,0,62,1,0,2,23.44,2,1,32.14,2,1,65812,11,3,15,4,7,219,0,5,-9,2,51,7,65812,12,8,0,2,0,0,11,394,2,27,132.04,2,0,1,9,55,0,1,1,10,1800000,665774,0,138737,"1,38,737","4,49,055",449055,0,449055,1,1,10,648
78,1,560029,SOUTH,Bangalore,32,male,graduate,,718,31000,Yes,Yes,salaried,OSWAL WOOLLEN MILLS LTD,emi-free,2402,60,200000,4720,58824,emi-free,0,0,332,3.01,188500,-2,0,6,4,35.54,0,2,-2,2,0,1,99.3,11,99.3,128509,31,RVLRPLUS,-2,0,-1,1,261199.7,2,376279.8,50,1,125574.7,0,3.92,0,1,9.09,0,1,84407,13,5,2,3,2,99,135625,10,100,1,18,2,84407,13,4,2,1,84407,70.02,13,272,4,21,67.53,0,240654.8,1,9,73,0,0,0,11,0,683856,0,25314,"25,314","4,34,476",434476,0,434476,0,1,10,697
79,1,500054,SOUTH,Hyderabad,33,male,post-graduate,,630,65000,Yes,Yes,salaried,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,term,3809,60,150000,3940,43519,term,3,6,134,-2,97589,0,0,0,11,31.07,0,3,0,1,0,2,124.16,12,124.16,128242,16,REVOLVER,0,0,-1,1,0,11,0,148,1,0,0,10.2,0,1,13.75,0,1,89394,37,1,15,4,0,124,0,31,71,0,38,1,89394,37,6,6,3,128242,100,37,414,15,78,106.05,0,0,1,10,90,0,1,0,34,0,2192188,0,59183,"59,183","13,44,954",1344954,0,1344954,0,1,33,699
80,0,560037,SOUTH,Bangalore,51,male,post-graduate,,748,280000,Yes,Yes,salaried,Stryker India Pvt Ltd,term,14497,66,600000,14360,152631,term,1,3,218,0.79,627780,-2,0,4,2,8.08,0,5,49776,1,0,2,125.77,11,114.21,1799294,14,REVOLVER,1,0,-2,2,0,15,0,189,4,0,0,10.61,0,2,15.96,0,0,797484,29,3,21,11,2,-2,101232,17,50,1,34,3,797484,36,5,3,1,887780,100,28,432,18,85,100.69,0,0,4,12,114,1,3,4,18,13700000,10700000,0,515831,"5,15,831","68,65,391",19158637,12300000,6865391,0,1,21,698
81,0,400705,,Navi Mumbai,36,male,post-graduate,,697,60736,Yes,Yes,salaried,KONY INDIA PRIVATE LIMITED,term,6307,73,250000,5900,55572,term,0,4,315,-2,107311,-2,0,0,0,3.58,0,1,0,1,0,2,127.98,9,-2,263973,43,RVLRPLUS,0,0,-1,1,0,15,0,139,1,0,3,36.62,3,1,25,3,0,172366,30,4,52,2,11,128,0,28,-9,0,44,12,167655,30,13,0,0,0,0,27,394,2,56,122.22,3,0,1,11,26,0,0,3,27,28250,2577717,0,516253,"5,16,253","14,51,433",1461633,10200,1451433,0,1,29,661
82,0,110032,,Delhi NCR,36,male,professional,,602,39734,Yes,Yes,salaried,INFOSYS LIMITED,term,5769,53,200000,4920,49337,term,0,1,200,0.05,31477,-2,0,0,3,2.7,0,1,-2,0,0,3,154.13,10,-2,178394,64,REVOLVER,-2,0,-1,3,0,11,0,73,3,0,2,32.89,2,3,30.56,2,0,77067,11,4,25,3,6,-2,0,8,-2,2,74,7,77067,11,7,1,2,0,-2,11,378,4,33,134.83,2,0,3,12,63,0,0,0,11,0,675521,0,98406,"98,406","4,55,094",455094,0,455094,0,1,10,660
83,0,500089,SOUTH,Hyderabad,32,male,post-graduate,,678,36500,Yes,Yes,salaried,IBM,term,3366,41,100000,2360,22652,term,1,1,290,0.53,69903,0,0,0,2,48.9,0,2,0,2,0,1,133.73,11,125.21,120350,12,REVOLVER,0,1,-2,3,0,15,0,120,3,0,0,17.5,0,3,25.86,0,2,57627,50,3,21,4,3,107,0,46,100,1,10,5,53435,51,6,3,2,101419,100,48,471,11,56,103.73,0,0,3,12,161,2,5,1,45,24700,2076616,0,128012,"1,28,012","6,83,898",683898,0,683898,0,1,45,719
84,0,500056,SOUTH,Hyderabad,35,male,graduate,,701,140000,Yes,Yes,salaried,Capita India Pvt Ltd,term,12532,66,500000,11800,123006,term,0,9,206,-2,23022,36406,0,28,2,0,0,1,177420,1,0,2,109.81,10,-2,23334,14,REVOLVER,4,0,-1,1,925094.15,11,1509544.3,169,1,18437.15,2,8.38,2,1,15.07,2,0,23334,44,3,15,2,2,110,1067519,42,-2,0,49,4,23334,44,6,4,0,0,-2,43,381,11,67,83.97,2,47243.3,1,11,68,0,0,1,36,23334,4599864,0,173624,"1,73,624","26,94,423",2717757,23334,2694423,0,1,36,670
85,0,400610,,Mumbai,34,male,post-graduate,,632,83000,Yes,Yes,salaried,HDFC BANK LIMITED,term,6377,52,225000,5310,55527,term,2,2,294,1.1,133777,-2,0,-2,5,3.63,0,3,-2,2,0,1,131.96,11,131.96,415916,23,REVOLVER,-2,0,-1,1,0,6,0,73,1,0,0,16.22,0,1,16.67,0,0,105567,13,1,12,3,0,132,-2,10,42,-1,72,0,105567,13,3,3,1,415916,100,13,392,10,35,109.19,0,0,1,12,17,0,0,0,10,0,1353161,0,91044,"91,044","11,49,366",1149366,0,1149366,0,1,9,683
86,1,600089,,Chennai,30,male,graduate,,641,32792,Yes,Yes,salaried,BTC SOFT PRIVATE LIMITED,term,4352,55,150000,3540,33782,term,2,2,216,3.56,60253,-2,1,3,4,50.83,0,1,-2,1,0,2,120.79,12,0,81706,11,RVLRPLUS,-2,0,-1,1,33910.8,7,104550.5,56,1,0,0,20,0,1,25.93,0,2,56508,35,8,12,2,1,93,93524,33,51,0,49,2,31754,35,4,1,2,47951,60.16,35,370,5,24,100.02,0,45405.5,1,11,67,0,0,0,35,0,1301461,0,19683,"19,683","5,32,577",532577,0,532577,0,1,34,670
